well,model,true_peak_count,pred_peak_count,tp,fp,fn,precision,recall,f1,detection_rate,amplitude_mae,amplitude_rmse,amplitude_mape,max_amplitude_error,mean_timing_error,std_timing_error,max_timing_error,composite_score
孔隙水3,LSTM,2,2,2,0,0,1.0,1.0,1.0,1.0,0.15083687107016175,0.20785404375931996,0.1408348119880927,0.2938457583214955,1.5,0.5,2.0,0.8795780897605283
孔隙水3,Transformer,2,2,1,1,1,0.5,0.5,0.5,0.5,0.037265450106232834,0.037265450106232834,0.03537971148412877,0.037265450106232834,1.0,0.0,1.0,0.6498938984039861
孔隙水3,TCN,2,2,2,0,0,1.0,1.0,1.0,1.0,0.28972086939014474,0.366433048284457,0.27091516751079114,0.5140754920633981,2.5,0.5,3.0,0.8563323075421334
孔隙水3,Stacking,2,2,2,0,0,1.0,1.0,1.0,1.0,0.26304115651142723,0.3454389673726636,0.2458041969894216,0.48695504656879507,2.0,1.0,3.0,0.8659310622222959
