dropout,split,well,model,RMSE,MAE,R2,NSE
0.4,selection,孔隙水1,TCN,0.09549108838454408,0.06374828484112414,0.8920165665473301,0.8920165665473301
0.4,selection,孔隙水1,Stacking,0.07534590175648957,0.047794235394131294,0.9327719188732383,0.9327719188732383
0.4,selection,孔隙水2,Persistence,0.32773051683763715,0.23937499999999853,0.9075485006670239,0.9075485006670239
0.4,selection,孔隙水2,LSTM,0.3027765916976173,0.224126241732741,0.9210913188572931,0.9210913188572931
0.4,selection,孔隙水2,Transformer,0.2958560159519348,0.22054387347221435,0.9246573307613344,0.9246573307613344
0.4,selection,孔隙水2,TCN,0.3088052915097212,0.23696885731297807,0.9179176729884476,0.9179176729884476
0.4,selection,孔隙水2,Stacking,0.30822001109542135,0.23235263687561722,0.9182285203302593,0.9182285203302593
0.4,selection,孔隙水3,Persistence,0.16663082948042182,0.08116666666666662,0.939812691184438,0.939812691184438
0.4,selection,孔隙水3,LSTM,0.17997305356181592,0.07650441719479163,0.9297883493778764,0.9297883493778764
0.4,selection,孔隙水3,Transformer,0.18765697079903054,0.07456579213087237,0.9236650165748362,0.9236650165748362
0.4,selection,孔隙水3,TCN,0.2001921482916577,0.10551147525407979,0.9131263052232033,0.9131263052232033
0.4,selection,孔隙水3,Stacking,0.18205058041700287,0.07872615686310412,0.9281580108854607,0.9281580108854607
0.5,selection,裂隙水1,Persistence,0.17702518653193453,0.11995833333333247,0.9714820614204666,0.9714820614204666
0.5,selection,裂隙水1,LSTM,0.17605739256876168,0.12723777279199075,0.9717930233389249,0.9717930233389249
0.5,selection,裂隙水1,Transformer,0.16269751134924365,0.12513925436069873,0.9759114960792666,0.9759114960792666
0.5,selection,裂隙水1,TCN,0.24944646369854276,0.1882631681591621,0.9433757176350216,0.9433757176350216
0.5,selection,裂隙水1,Stacking,0.2061108951365372,0.16219015111524868,0.9613410631140965,0.9613410631140965
0.5,selection,裂隙水2,Persistence,0.07488602450835985,0.04516666666666692,0.9570182357801844,0.9570182357801844
0.5,selection,裂隙水2,LSTM,0.06790499645044812,0.03901689399127181,0.9646584048355793,0.9646584048355793
0.5,selection,裂隙水2,Transformer,0.06448843242025926,0.042754569178867996,0.968125283805258,0.968125283805258
0.5,selection,裂隙水2,TCN,0.08341636498167213,0.05622815525583237,0.9466683270023819,0.9466683270023819
0.5,selection,裂隙水2,Stacking,0.0705193247005765,0.04217924941966977,0.9618847321847012,0.9618847321847012
0.5,selection,裂隙水3,Persistence,0.12012493496356225,0.08791666666666641,0.9630720409181802,0.9630720409181802
0.5,selection,裂隙水3,LSTM,0.11847533434826624,0.08487288419555068,0.9640792942538274,0.9640792942538274
0.5,selection,裂隙水3,Transformer,0.11236451447054246,0.08424886715759237,0.9676892280615913,0.9676892280615913
0.5,selection,裂隙水3,TCN,0.15035438228171766,0.11582877228332802,0.9421476298458219,0.9421476298458219
0.5,selection,裂隙水3,Stacking,0.11013097170435122,0.08282630523691807,0.9689609859847814,0.9689609859847814
0.5,selection,岩溶水1,Persistence,0.7958081679564795,0.37678762500000124,0.8959581637189312,0.8959581637189312
0.5,selection,岩溶水1,LSTM,0.7533501488512107,0.3651534886303087,0.9067637106784601,0.9067637106784601
0.5,selection,岩溶水1,Transformer,0.7769187333282557,0.41114630135347,0.9008386545235884,0.9008386545235884
0.5,selection,岩溶水1,TCN,0.8035368404342446,0.4787063064667045,0.8939274987044049,0.8939274987044049
0.5,selection,岩溶水1,Stacking,0.7872090285485853,0.437517638335378,0.8981944728981903,0.8981944728981903
0.5,selection,岩溶水2,Persistence,0.17737719511081998,0.10419870833333392,0.8376818469823498,0.8376818469823498
0.5,selection,岩溶水2,LSTM,0.1590567350303909,0.10565565666467833,0.8694804243816805,0.8694804243816805
0.5,selection,岩溶水2,Transformer,0.15113128208405843,0.09620681541398686,0.8821633847287,0.8821633847287
0.5,selection,岩溶水2,TCN,0.16528821835121116,0.11415837876749133,0.859053166652587,0.859053166652587
0.5,selection,岩溶水2,Stacking,0.18116100112099476,0.11545139943216659,0.8306828498083716,0.8306828498083716
0.5,selection,岩溶水3,Persistence,0.1059638303070127,0.06716666666666811,0.9186810066112293,0.9186810066112293
0.5,selection,岩溶水3,LSTM,0.08821050591192693,0.051678945039764085,0.943646963430366,0.943646963430366
0.5,selection,岩溶水3,Transformer,0.08957380822589797,0.05269052793790863,0.941891619145589,0.941891619145589
0.5,selection,岩溶水3,TCN,0.10270853873361126,0.06611383745302485,0.9236006263764205,0.9236006263764205
