split,aquifer_type,well,model,RMSE,MAE,R2,NSE
test,裂隙水,裂隙水1,Persistence,0.22872060413110418,0.15426229508196576,0.9256910026596055,0.9256910026596055
test,裂隙水,裂隙水1,LSTM,0.2359348106336519,0.14875382802611206,0.9209294302345196,0.9209294302345196
test,裂隙水,裂隙水1,Transformer,0.2229692252363708,0.14096537439623907,0.9293811449571053,0.9293811449571053
test,裂隙水,裂隙水1,TCN,0.3029450570349698,0.21263012382252985,0.8696357339325954,0.8696357339325954
test,裂隙水,裂隙水1,Stacking,0.2651848441586452,0.17648041814017268,0.9001085719842024,0.9001085719842024
future_holdout,裂隙水,裂隙水1,Persistence,0.7050508255910999,0.545666666666682,-1.365348592407595,-1.365348592407595
future_holdout,裂隙水,裂隙水1,LSTM,0.3307457986312,0.26566594219437434,0.4794733431585565,0.4794733431585565
future_holdout,裂隙水,裂隙水1,Transformer,0.4584211945109049,0.40906695878657806,3.7577994946857984e-05,3.7577994946857984e-05
future_holdout,裂隙水,裂隙水1,TCN,0.39444587794633695,0.3102151886933579,0.25966352511699364,0.25966352511699364
future_holdout,裂隙水,裂隙水1,Stacking,0.849496324050074,0.8230059722336194,-2.4338182991365804,-2.4338182991365804
test,裂隙水,裂隙水2,Persistence,0.05835869862255439,0.041393442622950916,0.9440949112704805,0.9440949112704805
test,裂隙水,裂隙水2,LSTM,0.048415764078635515,0.03069058734466593,0.9615218907069265,0.9615218907069265
test,裂隙水,裂隙水2,Transformer,0.04913342752575187,0.030587555909028105,0.9603727197402998,0.9603727197402998
test,裂隙水,裂隙水2,TCN,0.05640484379318311,0.03985149979059099,0.947775661785392,0.947775661785392
test,裂隙水,裂隙水2,Stacking,0.05309487721937459,0.03472860544810722,0.9537251110363869,0.9537251110363869
future_holdout,裂隙水,裂隙水2,Persistence,0.2946806180709305,0.272333333333332,-5.853061618190038,-5.853061618190038
future_holdout,裂隙水,裂隙水2,LSTM,0.10995194408004987,0.07443637171925749,0.04591445126889038,0.04591445126889038
future_holdout,裂隙水,裂隙水2,Transformer,0.08048605464262464,0.061238680197368466,0.4887624194156355,0.4887624194156355
future_holdout,裂隙水,裂隙水2,TCN,0.10129093651667334,0.07592437446322814,0.19030274739939945,0.19030274739939945
future_holdout,裂隙水,裂隙水2,Stacking,0.07710180701296726,0.06339289802965312,0.5308512043739972,0.5308512043739972
test,裂隙水,裂隙水3,Persistence,0.0741564584366651,0.058770491803278355,0.9612614220514724,0.9612614220514724
test,裂隙水,裂隙水3,LSTM,0.10065102750978928,0.08096896486534702,0.9286355145840584,0.9286355145840584
test,裂隙水,裂隙水3,Transformer,0.09539122896778032,0.0780984242809123,0.9358993252568855,0.9358993252568855
test,裂隙水,裂隙水3,TCN,0.1600573200906455,0.13052205389147425,0.8195334171261957,0.8195334171261957
