split,aquifer_type,model,RMSE,MAE,R2,NSE
future_holdout,孔隙水,LSTM,0.23881551506893628,0.20934078892924898,-0.07336892372322423,-0.07336892372322423
future_holdout,孔隙水,Persistence,0.3833343947850744,0.34750000000000325,-1.2066072568344202,-1.2066072568344202
future_holdout,孔隙水,Stacking,0.19463196474866903,0.16393088193321323,0.47826687392522377,0.47826687392522377
future_holdout,孔隙水,TCN,0.2124681220470593,0.1742772981875845,0.5338077858446096,0.5338077858446096
future_holdout,孔隙水,Transformer,0.21268741472587005,0.17341212626857264,0.12374802250924903,0.12374802250924903
future_holdout,岩溶水,LSTM,0.389214798669979,0.36041655778858894,-0.99434364842553,-0.99434364842553
future_holdout,岩溶水,Persistence,0.6773178150023909,0.6311102222222341,-5.20758558724566,-5.20758558724566
future_holdout,岩溶水,Stacking,0.33306348662755003,0.24433965508009817,-0.4498039659290191,-0.4498039659290191
future_holdout,岩溶水,TCN,0.22755067849645813,0.20365205977693931,0.17335444067359393,0.17335444067359393
future_holdout,岩溶水,Transformer,0.4548813082483553,0.4272825391914523,-1.5724615032514944,-1.5724615032514944
future_holdout,裂隙水,LSTM,0.21425076275045482,0.18139056156842848,0.5501271690568948,0.5501271690568948
future_holdout,裂隙水,Persistence,0.531191619122115,0.45166666666666994,-2.524160931853574,-2.524160931853574
future_holdout,裂隙水,Stacking,0.3625228718169786,0.3283169203266081,-0.09163262421576446,-0.09163262421576446
future_holdout,裂隙水,TCN,0.2658162224708599,0.2298473496641716,0.3520595667495372,0.3520595667495372
future_holdout,裂隙水,Transformer,0.41456421268448435,0.3401968727177717,-0.2500457876905278,-0.2500457876905278
test,孔隙水,LSTM,0.16545848077676298,0.11655038392270091,0.9334488864507002,0.9334488864507002
test,孔隙水,Persistence,0.16261992322386035,0.10672222222222343,0.9411704261138579,0.9411704261138579
test,孔隙水,Stacking,0.17295162480596368,0.12880234508288405,0.9301413292832207,0.9301413292832207
test,孔隙水,TCN,0.18612346770785557,0.13154625661243652,0.9213462216267202,0.9213462216267202
test,孔隙水,Transformer,0.1646206015970309,0.11984590282325967,0.936967813373062,0.936967813373062
test,岩溶水,LSTM,0.33059461962966535,0.12886908433812025,0.8724881357530379,0.8724881357530379
test,岩溶水,Persistence,0.34702691089706567,0.14198627777777942,0.8327534759492895,0.8327534759492895
test,岩溶水,Stacking,0.3391728145486867,0.14941737556775017,0.856839837672065,0.856839837672065
test,岩溶水,TCN,0.3310555450094976,0.15244057736158395,0.8577679681532963,0.8577679681532963
test,岩溶水,Transformer,0.330403061440308,0.16869691477583823,0.8743985248297802,0.8743985248297802
test,裂隙水,LSTM,0.13440661000365164,0.09180131509144007,0.929587290741221,0.929587290741221
test,裂隙水,Persistence,0.1210506865410101,0.08544444444444386,0.9426413795785491,0.9426413795785491
test,裂隙水,Stacking,0.13432793506977445,0.09186267549872061,0.9333839599291706,0.9333839599291706
test,裂隙水,TCN,0.1808758578795989,0.1336417776772709,0.8734788194148129,0.8734788194148129
test,裂隙水,Transformer,0.11073534224009311,0.07738896752113354,0.9530448760633096,0.9530448760633096
