Date,TASMAX,TAS,TASMIN,Humidity,Precipitation,GWL
1988-02-15,9.00000013411045,0.6571428669350488,-1.700000025331974,80.40000119805336,25.899999618530277,431.7
1988-02-22,7.400000110268593,1.4571428788559777,-2.200000032782554,87.87142988081489,27.799999952316284,432.35
1988-02-29,2.7000000402331352,-1.87142859931503,-3.6000000536441803,92.67142995234046,74.50000047683716,432.27
1988-03-07,0.800000011920929,-1.5571428803460938,-4.500000067055225,88.97142989720616,30.09999990463257,431.75
1988-03-14,3.200000047683716,-1.1285714453884534,-8.00000011920929,86.98571558190244,53.099999621510506,432.08
1988-03-21,9.400000140070915,2.400000035762787,-5.000000074505806,85.04285841009447,34.399999767541885,433.65
1988-03-28,8.300000123679638,2.8857143287147795,0.1000000014901161,91.10000135749578,62.200000286102295,436.4
1988-04-04,11.30000016838312,4.185714348086289,0.1000000014901161,81.51428692894322,8.599999822676182,435.08
1988-04-11,14.100000210106373,4.185714348086289,-4.000000059604645,80.52857262854066,7.299999952316284,434.15
1988-04-18,18.6000002771616,8.628571557147163,-4.200000062584877,64.05714381166867,6.800000086426735,433.2
1988-04-25,21.1000003144145,6.357142951871667,-5.000000074505806,67.74285815230438,2.6999999061226845,432.45
1988-05-02,18.30000027269125,8.72857155863728,-1.80000002682209,69.08571531517165,4.300000101327896,431.9
1988-05-09,20.30000030249357,12.000000178813934,5.200000077486038,65.11428668456418,0.1000000014901161,431.48
1988-05-16,21.80000032484532,15.257143084492002,6.200000092387199,53.61428651320083,0.0,432.15
1988-05-23,20.10000029951334,9.114285850099154,1.3000000193715096,72.08571535987514,2.300000011920929,430.85
1988-05-30,25.100000374019142,14.814285935035771,7.800000116229057,69.5000010356307,22.800000220537186,430.75
1988-06-06,17.50000026077032,10.185714437493257,6.200000092387199,84.2714298271707,34.39999967813492,430.6
1988-06-13,20.80000030994416,12.285714468785695,6.200000092387199,83.60000124573708,2.1000000089406967,430.45
1988-06-20,21.300000317394733,13.442857343171324,8.300000123679638,75.14285826257297,0.0,430.32
1988-06-27,19.000000283122063,12.857143048729217,7.000000104308128,85.04285841009447,15.99999974668026,430.21
1988-07-04,23.600000351667404,15.485714516469413,8.50000012665987,78.27142973776374,17.49999988824129,430.15
1988-07-11,24.300000362098217,15.800000235438349,8.50000012665987,71.50000106543303,13.600000359117988,430.05
1988-07-18,19.30000028759241,12.514285900763102,8.50000012665987,86.11428699748856,71.69999980926514,430.18
1988-07-25,27.500000409781933,17.242857399795735,9.100000135600569,77.30000115185976,25.799999833106995,430.15
1988-08-01,23.600000351667404,14.214285926095076,8.300000123679638,73.05714394577912,18.099999658763405,430.15
1988-08-08,25.80000038444996,15.70000023394823,7.200000107288361,74.18571539116758,11.89999993145466,430.65
1988-08-15,25.50000037997961,17.65714312025479,10.600000157952309,70.8285724839994,0.0,430.0
1988-08-22,24.8000003695488,13.885714492627551,8.100000120699406,74.48571539563792,21.0999995470047,429.99
1988-08-29,24.300000362098217,13.357143056179796,6.900000102818012,81.21428692447287,10.000000029802322,429.95
1988-09-05,21.60000032186508,12.928571621222156,8.400000125169754,77.11428686337811,15.999999940395355,429.9
1988-09-12,21.1000003144145,12.528571615261692,6.70000009983778,77.21428686486823,8.200000047683716,429.8
1988-09-19,13.100000195205212,9.900000147521496,6.70000009983778,91.6857156519379,44.29999995231629,429.95
1988-09-26,18.80000028014183,11.471428742366175,6.000000089406967,86.11428699748856,57.49999958276749,430.4
1988-10-03,18.100000269711018,9.957143005515848,2.600000038743019,78.84285831770727,5.699999809265137,430.7
1988-10-10,13.600000202655792,8.414285839668342,3.200000047683716,85.55714413204363,30.700000405311584,430.18
1988-10-17,14.800000220537186,9.885714433022908,3.200000047683716,94.22857283268657,4.200000025331974,430.57
1988-10-24,15.400000229477882,9.528571570558208,3.700000055134296,89.3000013306737,1.9000000059604645,430.45
1988-10-31,18.80000028014183,6.514285811356136,-0.6000000089406967,84.60000126063824,7.10000005364418,430.34
1988-11-07,7.900000117719173,1.2000000178813934,-3.700000055134296,74.44285825214216,4.400000095367432,430.23
1988-11-14,14.500000216066836,7.328571537775653,0.800000011920929,85.94285842350551,20.600000023841854,430.15
1988-11-21,10.500000156462193,2.357142892267023,-7.300000108778477,89.88571562511581,29.89999959617853,430.35
1988-11-28,4.500000067055225,1.100000016391277,-11.10000016540289,93.91428711371762,18.59999966621399,430.8
1988-12-05,5.500000081956387,1.700000025331974,-3.1000000461936,92.47142994936024,60.29999935626984,432.43
1988-12-12,7.400000110268593,3.114285760692188,-0.5000000074505806,94.25714426168372,52.29999887943268,433.15
1988-12-19,7.200000107288361,1.2285714468785696,-4.700000070035458,90.20000134408474,77.79999911785126,433.65
1988-12-26,7.000000104308128,4.300000064074993,-2.0000000298023224,91.51428707795483,30.69999946653843,435.15
1989-01-02,8.900000132620335,4.128571490091937,0.5000000074505806,93.5857156802501,4.599999912083149,433.83
1989-01-09,10.100000150501728,3.657142911638533,-0.5000000074505806,88.90000132471323,25.59999990463257,433.25
1989-01-16,8.00000011920929,3.485714337655476,-0.9000000134110451,88.15714417078665,13.00000023841858,432.84
1989-01-23,6.900000102818012,1.1285714453884534,-2.7000000402331352,86.25714414247444,3.299999952316284,432.39
1989-01-30,10.000000149011612,2.0428571732980862,-4.400000065565109,70.7000010535121,0.4000000059604644,431.83
1989-02-06,13.800000205636024,2.3142857487712587,-4.200000062584877,87.22857272837844,4.200000047683716,431.45
1989-02-13,13.800000205636024,4.000000059604645,-1.0000000149011612,76.88571543140071,11.800000190734863,430.85
1989-02-20,10.30000015348196,3.38571433616536,-5.000000074505806,88.37142988826547,47.200000405311584,430.9
