well,model,true_peak_count,pred_peak_count,tp,fp,fn,precision,recall,f1,detection_rate,amplitude_mae,amplitude_rmse,amplitude_mape,max_amplitude_error,mean_timing_error,std_timing_error,max_timing_error,composite_score
岩溶水2,LSTM,3,4,3,1,0,0.75,1.0,0.8571428571428571,1.0,0.16701821554846674,0.24075813226472603,0.04562470338365104,0.40988318262611756,1.6666666666666667,0.4714045207910317,2.0,0.8034346168812054
岩溶水2,Transformer,3,3,3,0,0,1.0,1.0,1.0,1.0,0.09233723267364742,0.15588431576386078,0.025217397688326433,0.26995227462288085,1.3333333333333333,0.4714045207910317,2.0,0.8856386525939255
岩溶水2,TCN,3,4,3,1,0,0.75,1.0,0.8571428571428571,1.0,0.20415351059373657,0.23843719708613012,0.05579487070573335,0.3249155646003601,1.3333333333333333,0.4714045207910317,2.0,0.8141184230135461
岩溶水2,Stacking,3,7,3,4,0,0.42857142857142855,1.0,0.6,1.0,0.21204656392819743,0.21511263965205063,0.05799048302447833,0.25350311555450844,1.3333333333333333,0.4714045207910317,2.0,0.685540415093625
