lookback,split,well,model,RMSE,MAE,R2,NSE
44,selection,孔隙水1,Persistence,0.07414042526881101,0.045793666527764704,0.9404043923440112,0.9404043923440112
44,selection,孔隙水1,LSTM,0.07839504672931238,0.04902703383082251,0.9333682294808733,0.9333682294808733
44,selection,孔隙水1,Transformer,0.07181036301236518,0.04261722123954158,0.9440914342751843,0.9440914342751843
44,selection,孔隙水1,TCN,0.09569151197728108,0.06352483069813954,0.9007224753314693,0.9007224753314693
44,selection,孔隙水1,Stacking,0.07867062512058655,0.046335868139768664,0.9328989511038782,0.9328989511038782
44,selection,孔隙水2,Persistence,0.3270568398162416,0.23810924369747763,0.9074994621452743,0.9074994621452743
44,selection,孔隙水2,LSTM,0.28948454311947475,0.2145847961966171,0.9275316212664846,0.9275316212664846
44,selection,孔隙水2,Transformer,0.29960597664417804,0.22779344826373568,0.9223755151524936,0.9223755151524936
44,selection,孔隙水2,TCN,0.3271037890831594,0.24324173707543625,0.9074729031890224,0.9074729031890224
44,selection,孔隙水2,Stacking,0.2996207616586106,0.22278269104936355,0.922367853706887,0.922367853706887
44,selection,孔隙水3,Persistence,0.17651862091408901,0.08655462184873947,0.9361684694885544,0.9361684694885544
44,selection,孔隙水3,LSTM,0.18900896117759935,0.07997893631534637,0.9268155191250961,0.9268155191250961
44,selection,孔隙水3,Transformer,0.22340741222645996,0.10229809164816739,0.8977532853396973,0.8977532853396973
44,selection,孔隙水3,TCN,0.2212822711535491,0.1156139335796922,0.899689257132769,0.899689257132769
44,selection,孔隙水3,Stacking,0.19389579048782235,0.0920171395763958,0.9229822251016869,0.9229822251016869
50,selection,裂隙水1,Persistence,0.18731052310938168,0.12683544303797423,0.9706484428893555,0.9706484428893555
50,selection,裂隙水1,LSTM,0.16003015459171435,0.11272726996691998,0.978575512505485,0.978575512505485
50,selection,裂隙水1,Transformer,0.17019448860716088,0.1212710330261203,0.975767524812579,0.975767524812579
50,selection,裂隙水1,TCN,0.24377097798436426,0.1915013893985038,0.9502869061902836,0.9502869061902836
50,selection,裂隙水1,Stacking,0.1886266490935754,0.14576403531013088,0.9702345199208356,0.9702345199208356
50,selection,裂隙水2,Persistence,0.07562119676944999,0.04590717299578081,0.9565496214562499,0.9565496214562499
50,selection,裂隙水2,LSTM,0.06622163844506355,0.037501296782386194,0.9666798985004028,0.9666798985004028
50,selection,裂隙水2,Transformer,0.0587491063503469,0.03579091897593107,0.9737753922078716,0.9737753922078716
50,selection,裂隙水2,TCN,0.07656349866949029,0.04949300432633136,0.9554600203928493,0.9554600203928493
50,selection,裂隙水2,Stacking,0.0660956784384287,0.04001161861483205,0.966806534106311,0.966806534106311
50,selection,裂隙水3,Persistence,0.12612865978264184,0.09118143459915581,0.9587308330759208,0.9587308330759208
50,selection,裂隙水3,LSTM,0.12806014941693136,0.09134491417954663,0.9574571923183268,0.9574571923183268
50,selection,裂隙水3,Transformer,0.1109941195159637,0.07877434143260773,0.968040639478025,0.968040639478025
50,selection,裂隙水3,TCN,0.14138074675712814,0.10466151068496456,0.9481464275436304,0.9481464275436304
50,selection,裂隙水3,Stacking,0.12819672618474925,0.0899464007965995,0.9573663997090478,0.9573663997090478
50,selection,岩溶水1,Persistence,0.8740520084478541,0.41553232067510637,0.8853696108255512,0.8853696108255512
50,selection,岩溶水1,LSTM,0.8178573290833137,0.38636069522679867,0.8996354558402498,0.8996354558402498
50,selection,岩溶水1,Transformer,0.8572428461974906,0.42603090997612836,0.8897361999042626,0.8897361999042626
50,selection,岩溶水1,TCN,0.8708902760024178,0.460315479555747,0.8861974222190321,0.8861974222190321
50,selection,岩溶水1,Stacking,0.8630258304111983,0.45442768130301103,0.8882434965626826,0.8882434965626826
50,selection,岩溶水2,Persistence,0.1793324909728578,0.10688122362869269,0.8357650801755623,0.8357650801755623
50,selection,岩溶水2,LSTM,0.15938075836039114,0.10565133376853147,0.870276302529676,0.870276302529676
50,selection,岩溶水2,Transformer,0.1617119469455481,0.10445404528701206,0.8664537330501713,0.8664537330501713
50,selection,岩溶水2,TCN,0.15759621757905337,0.1103403795084533,0.8731649978360757,0.8731649978360757
50,selection,岩溶水2,Stacking,0.16429786376968686,0.10689893491436092,0.8621485386948976,0.8621485386948976
50,selection,岩溶水3,Persistence,0.12466465283240098,0.07518430379747015,0.9047435015849983,0.9047435015849983
50,selection,岩溶水3,LSTM,0.11097051985847435,0.05726483542154407,0.924521512254354,0.924521512254354
50,selection,岩溶水3,Transformer,0.10766800098644971,0.05901834026279267,0.9289471915286144,0.9289471915286144
50,selection,岩溶水3,TCN,0.12708432887615767,0.07308684784243485,0.9010098576669432,0.9010098576669432
50,selection,岩溶水3,Stacking,0.11651718467078594,0.06392185110519534,0.9167876256579001,0.9167876256579001
50,selection,孔隙水1,Persistence,0.07425122803262282,0.0458181123780928,0.9403748545395337,0.9403748545395337
50,selection,孔隙水1,LSTM,0.0871020272703893,0.056704774318063395,0.9179499790417982,0.9179499790417982
50,selection,孔隙水1,Transformer,0.06922025041039317,0.042916531204472586,0.948181062721279,0.948181062721279
50,selection,孔隙水1,TCN,0.09192508930333089,0.06144542601436427,0.9086117647757253,0.9086117647757253
50,selection,孔隙水1,Stacking,0.07873403169673206,0.05012335221036917,0.9329579707162355,0.9329579707162355
50,selection,孔隙水2,Persistence,0.3274885252603724,0.23827004219409126,0.9075700137292525,0.9075700137292525
50,selection,孔隙水2,LSTM,0.2859129511652588,0.2109745329975959,0.9295488040243148,0.9295488040243148
50,selection,孔隙水2,Transformer,0.2822299384292267,0.20746495305667023,0.9313521601936909,0.9313521601936909
50,selection,孔隙水2,TCN,0.3335831471179599,0.2479320356592536,0.9040977234386197,0.9040977234386197
50,selection,孔隙水2,Stacking,0.3035965841496968,0.227733345562998,0.9205645289490947,0.9205645289490947
50,selection,孔隙水3,Persistence,0.1768321810450933,0.08662447257383966,0.936204181193166,0.936204181193166
50,selection,孔隙水3,LSTM,0.19288012693518627,0.08560308245085077,0.9240995107803291,0.9240995107803291
50,selection,孔隙水3,Transformer,0.2057725348905006,0.10338472960905994,0.9136137893329882,0.9136137893329882
50,selection,孔隙水3,TCN,0.2137327263069692,0.11771984132074116,0.9068009125892704,0.9068009125892704
50,selection,孔隙水3,Stacking,0.19380736916730154,0.0960015844678038,0.9233679962761797,0.9233679962761797
